16563,"77240","MAIN ST",,"CADIZ","OH","43907",-9008180.645080566,4896296.23449707,"POINT (-9008180.6451 4896296.2345)"
1391824,"8152","LOMBARD WAY",,"DUBLIN","OH","43016",-9258032.270385742,4885421.8377075195,"POINT (-9258032.2704 4885421.8377)"
18818,"90224","BLUE RIDGE RD",,"BLOOMINGDALE","OH","43910",-9003834.45690918,4924185.1876831055,"POINT (-9003834.4569 4924185.1877)"
1441537,"3411","STONEHENGE CT",,"UPPER ARLINGTON","OH","43221",-9244879.899536133,4869989.797363281,"POINT (-9244879.89954 4869989.79736)"
1644937,"6314","BUSCH BLVD","165","COLUMBUS","OH","43229",-9238556.646362305,4879617.467834473,"POINT (-9238556.64636 4879617.46783)"
155719,"1534","FIFTH AVE",,"YOUNGSTOWN","OH","44504",-8978127.516479492,5030196.293579102,"POINT (-8978127.5165 5030196.2936)"
294491,"534","CHURCH ST",,"CHILLICOTHE","OH","45601",-9238746.995788574,4771109.491821289,"POINT (-9238746.9958 4771109.4918)"
699321,"613","WALDEN AVE",,"TILTONSVILLE","OH","43963",-8982826.801269531,4891807.481201172,"POINT (-8982826.8013 4891807.4812)"
1121504,"1427","WAKEFIELD CT E",,"COLUMBUS","OH","43209",-9231114.546203613,4857330.303466797,"POINT (-9231114.5462 4857330.30347)"
163099,"1589","SECOND ST",,"YOUNGSTOWN","OH","44509",-8981390.315979004,5027637.421569824,"POINT (-8981390.316 5027637.4216)"
520308,"147","HICKORY ST",,"ZALESKI","OH","45698",-9172482.992858887,4761235.397216797,"POINT (-9172482.99286 4761235.3972)"
954445,"900","S WILEY ST",,"CRESTLINE","OH","44827",-9210976.680297852,4979241.573181152,"POINT (-9210976.6803 4979241.5732)"
522661,"1019","PIEDMONT RD",,"COLUMBUS","OH","43224",-9238089.318847656,4870969.073547363,"POINT (-9238089.31885 4870969.07355)"
1338784,"2645","ELSIE AVE",,"TOLEDO","OH","43613",-9307238.076538086,5116365.663757324,"POINT (-9307238.07654 5116365.66376)"
1491530,"5549","NEWPORT CT",,"MADISON TWP","OH","43232",-9223319.667907715,4851934.6720581055,"POINT (-9223319.6679 4851934.67206)"
1522447,"4063","STONE CREEK",,"WOOSTER","OH","44691",-9122848.077697754,4990086.643310547,"POINT (-9122848.0777 4990086.6433)"
1222166,"5324","GRANITE DR",,"COLUMBUS","OH","43026",-9256537.714111328,4868185.536987305,"POINT (-9256537.7141 4868185.537)"
663286,"552","TORONTO AVE",,"TOLEDO","OH","43609",-9304748.352661133,5105587.982055664,"POINT (-9304748.35266 5105587.98206)"
714976,"5728","CRAWFORD DR",,"COLUMBUS","OH","43229",-9238821.309570312,4878001.545349121,"POINT (-9238821.3096 4878001.54535)"
1286720,"3822","RENNES DR",,"COLUMBUS","OH","43221",-9253144.22857666,4874272.816345215,"POINT (-9253144.2286 4874272.81635)"
1126580,"743","GARNER AVE",,"EAST LIVERPOOL","OH","43920",-8969281.735229492,4959579.147644043,"POINT (-8969281.7352 4959579.14764)"
770770,"20","S VERNON ST",,"SUNBURY","OH","43074",-9223725.421142578,4901249.7384643555,"POINT (-9223725.42114 4901249.73846)"
310008,"839","WESTERN AVE",,"ZANESVILLE","OH","43701",-9130415.768188477,4858711.4513549805,"POINT (-9130415.7682 4858711.45135)"
547970,"305","S WATER ST",,"WILLIAMSPORT","OH","43164",-9252914.811340332,4805389.079772949,"POINT (-9252914.81134 4805389.0798)"
582841,"156","MEADOWBROOK AVE SE",,"WARREN","OH","44483",-8992389.073547363,5047184.963928223,"POINT (-8992389.07355 5047184.9639)"
741609,"215","N THOMAN ST",,"CRESTLINE","OH","44827",-9210339.174255371,4980798.363769531,"POINT (-9210339.17426 4980798.3638)"
1238938,"2623","MANOR HILL LN",,"COLUMBUS","OH","43219",-9231644.403442383,4869550.728149414,"POINT (-9231644.40344 4869550.72815)"
1614851,"155","W MAIN ST","1201","COLUMBUS","OH","43215",-9239931.875915527,4859441.845214844,"POINT (-9239931.8759 4859441.8452)"
835828,"501","CARDINAL HILL DR",,"NEW PARIS","OH","45347",-9438413.040893555,4845499.541259766,"POINT (-9438413.0409 4845499.54126)"
1326007,"8800","ORINDA RD",,"COLUMBUS","OH","43065",-9247737.688903809,4885729.690856934,"POINT (-9247737.6889 4885729.69086)"
1353313,"5325","OTTAWA RIVER RD",,"TOLEDO","OH","43611",-9293178.759094238,5118883.764282227,"POINT (-9293178.7591 5118883.7643)"
722176,"932","DIXIE HWY",,"ROSSFORD","OH","43460",-9302119.34350586,5102169.194091797,"POINT (-9302119.3435 5102169.1941)"
90664,"57","WESTCHESTER DR",,"AUSTINTOWN","OH","44515",-8988850.039123535,5026907.928527832,"POINT (-8988850.0391 5026907.9285)"
746512,"220","W FIFTH ST",,"PERRYSBURG","OH","43551",-9309665.6953125,5094510.271850586,"POINT (-9309665.6953 5094510.27185)"
12379,"8256","HERITAGE RD NW",,"MAGNOLIA","OH","44643",-9045930.876281738,4956348.362548828,"POINT (-9045930.8763 4956348.36255)"
619303,"819","BAKER ST",,"TOLEDO","OH","43608",-9299240.42779541,5111080.472106934,"POINT (-9299240.4278 5111080.4721)"
333661,"409","EAST ST",,"MINERVA","OH","44657",-9028218.399719238,4972858.998779297,"POINT (-9028218.3997 4972858.9988)"
1015499,"448","NAOMI CT",,"GROVEPORT","OH","43125",-9226988.008300781,4844943.035400391,"POINT (-9226988.0083 4844943.0354)"
843611,"144","PERSIMMON CT",,"DELAWARE","OH","43015",-9248253.214233398,4904311.099060059,"POINT (-9248253.21423 4904311.09906)"
83785,"137","BRIARWOOD DR",,"JOHNSTOWN","OH","43031",-9204519.131530762,4887725.344543457,"POINT (-9204519.13153 4887725.34454)"
1509701,"2744","RANDALL DR",,"OREGON","OH","43616",-9293247.127807617,5107591.538513184,"POINT (-9293247.1278 5107591.5385)"
536507,"2204","16TH ST NE",,"CANTON","OH","44705",-9055540.178527832,4984901.129638672,"POINT (-9055540.1785 4984901.12964)"
1005389,"283","BARON CT",,"REYNOLDSBURG","OH","43068",-9216202.743591309,4859690.030700684,"POINT (-9216202.7436 4859690.0307)"
386343,"1200","MICHIGAN AVE",,"COLUMBUS","OH","43201",-9241345.854797363,4863749.408569336,"POINT (-9241345.8548 4863749.40857)"
993891,"822","DELMOY AVE",,"BELLEVUE","OH","44811",-9223743.574951172,5051889.56842041,"POINT (-9223743.57495 5051889.5684)"
168126,"813","E BOSTON AVE",,"YOUNGSTOWN","OH","44502",-8976789.33770752,5022421.582885742,"POINT (-8976789.3377 5022421.5829)"
1563994,"1774","CARR RD",,"OSTRANDER","OH","43061",-9264473.2578125,4910266.8361206055,"POINT (-9264473.2578 4910266.8361)"
1575290,"7738","CROUSE-WILLISON RD NW",,"MONROE TWP","OH","43031",-9202641.859313965,4890186.232910156,"POINT (-9202641.8593 4890186.2329)"
1610519,"2241","GEM RD NW","LOT 1033","CARROLLTON","OH","44615",-9033014.292419434,4952814.547668457,"POINT (-9033014.2924 4952814.54767)"
318072,"425","PEARL ST",,"WOOSTER","OH","44691",-9121021.338928223,4983981.976989746,"POINT (-9121021.3389 4983981.977)"
1310012,"1356","MARBLEHEAD CT",,"COLUMBUS","OH","43220",-9245639.280212402,4873889.313232422,"POINT (-9245639.2802 4873889.31323)"
1501192,"3977","WHISPERING CREEK LN",,"DELAWARE","OH","43015",-9238161.190917969,4903095.9279174805,"POINT (-9238161.1909 4903095.9279)"
838150,"139","MCCLEARY AVE",,"CAMBRIDGE","OH","43725",-9081787.380065918,4869331.963317871,"POINT (-9081787.38007 4869331.9633)"
519794,"13795","FANCHER RD",,"HARLEM TWP","OH","43082",-9216262.93774414,4885437.2509765625,"POINT (-9216262.93774 4885437.251)"
1678027,"515","OAKLAND PARK AVE","118","COLUMBUS","OH","43214",-9239705.749694824,4870686.774719238,"POINT (-9239705.7497 4870686.7747)"
1716605,"410","BAKER DR","UNIT A","NEWARK","OH","43055",-9171111.054382324,4874124.961303711,"POINT (-9171111.0544 4874124.9613)"
307916,"1089","PENNSYLVANIA AVE",,"COLUMBUS","OH","43201",-9241283.749694824,4863517.193603516,"POINT (-9241283.7497 4863517.1936)"
1685478,"422","KENT DR","15","BELLEFONTAINE","OH","43311",-9323700.91381836,4914835.162109375,"POINT (-9323700.9138 4914835.1621)"
