140,163099,1,"2016-01-15",,Y
1636,1222166,2,"2020-01-15",,Y
1858,547970,3,"2019-01-15",,Y
2418,1326007,4,"2018-01-15",,Y
2952,333661,5,"2017-01-15",,Y
4136,993891,6,"2016-01-15",,Y
4982,838150,7,"2020-01-15",,Y
5230,272605,8,"2019-01-15",,Y
5608,853270,9,"2018-01-15",,Y
6480,522892,10,"2017-01-15",,Y
7170,1265650,11,"2016-01-15",,Y
8666,579801,12,"2016-01-15",,Y
9512,1085357,13,"2020-01-15",,Y
9760,465981,14,"2019-01-15",,Y
10138,1796323,15,"2018-01-15",,Y
11010,185951,16,"2017-01-15",,Y
11700,950392,17,"2016-01-15",,Y
13196,1631243,18,"2020-01-15",,Y
13418,119813,19,"2019-01-15",,Y
13978,213251,20,"2018-01-15",,Y
14512,1751656,21,"2016-01-15",,Y
16008,678334,22,"2017-01-15",,Y
16698,903881,23,"2016-01-15",,Y
18194,895841,24,"2020-01-15",,Y
18416,167046,25,"2019-01-15",,Y
18976,853497,26,"2018-01-15",,Y
19510,1813257,27,"2017-01-15",,Y
20694,1608276,28,"2016-01-15",,Y
21540,920384,29,"2020-01-15",,Y
21788,1311497,30,"2019-01-15",,Y
22166,30377,31,"2016-01-15",,Y
23662,1349598,32,"2018-01-15",,Y
24196,750076,33,"2017-01-15",,Y
25380,1472270,34,"2016-01-15",,Y
26226,1054111,35,"2020-01-15",,Y
26474,1505396,36,"2019-01-15",,Y
26852,169225,37,"2018-01-15",,Y
27724,366002,38,"2017-01-15",,Y
28414,618238,39,"2016-01-15",,Y
29910,1775908,40,"2020-01-15",,Y
30132,1102220,41,"2016-01-15",,Y
31628,78588,42,"2019-01-15",,Y
32006,1690927,43,"2018-01-15",,Y
32878,204487,44,"2017-01-15",,Y
33568,1332138,45,"2016-01-15",,Y
35064,540731,46,"2020-01-15",,Y
35286,949186,47,"2019-01-15",,Y
35846,951243,48,"2018-01-15",,Y
36380,338089,49,"2017-01-15",,Y
37564,239817,50,"2016-01-15",,Y
38410,1222369,51,"2016-01-15",,Y
39906,653586,52,"2020-01-15",,Y
40128,120988,53,"2019-01-15",,Y
40688,1032159,54,"2018-01-15",,Y
41222,700209,55,"2017-01-15",,Y
42406,755834,56,"2016-01-15",,Y
43252,1017750,57,"2020-01-15",,Y
43500,654121,58,"2019-01-15",,Y
43878,820353,59,"2018-01-15",,Y
44750,248133,60,"2017-01-15",,Y
45440,1615866,61,"2016-01-15",,Y
46936,267942,62,"2016-01-15",,Y
47782,32368,63,"2020-01-15",,Y
48030,1617693,64,"2019-01-15",,Y
48408,945969,65,"2018-01-15",,Y
49280,1528833,66,"2017-01-15",,Y
49970,774079,67,"2016-01-15",,Y
51466,854121,68,"2020-01-15",,Y
51688,1129991,69,"2019-01-15",,Y
52248,462887,70,"2018-01-15",,Y
52782,501992,71,"2016-01-15",,Y
54278,1601419,72,"2017-01-15",,Y
54968,1372971,73,"2016-01-15",,Y
56464,24478,74,"2020-01-15",,Y
56686,1401218,75,"2019-01-15",,Y
57246,607338,76,"2018-01-15",,Y
57780,1522414,77,"2017-01-15",,Y
58964,1240593,78,"2016-01-15",,Y
59810,504701,79,"2020-01-15",,Y
60058,964177,80,"2019-01-15",,Y
60436,616070,81,"2016-01-15",,Y
61932,277916,82,"2018-01-15",,Y
62466,314333,83,"2017-01-15",,Y
63650,291731,84,"2016-01-15",,Y
64496,1352487,85,"2020-01-15",,Y
64744,544642,86,"2019-01-15",,Y
65122,1653772,87,"2018-01-15",,Y
65994,1244498,88,"2017-01-15",,Y
66684,438037,89,"2016-01-15",,Y
68180,1556810,90,"2020-01-15",,Y
68402,621631,91,"2016-01-15",,Y
69898,605824,92,"2019-01-15",,Y
70276,1258224,93,"2018-01-15",,Y
71148,1016967,94,"2017-01-15",,Y
71838,579387,95,"2016-01-15",,Y
73334,706307,96,"2020-01-15",,Y
73556,1491124,97,"2019-01-15",,Y
74116,993209,98,"2018-01-15",,Y
74650,903818,99,"2017-01-15",,Y
75834,1251521,100,"2016-01-15",,Y
76680,1222718,101,"2016-01-15",,Y
78176,1797092,102,"2020-01-15",,Y
78398,774161,103,"2019-01-15",,Y
78958,717284,104,"2018-01-15",,Y
79492,583479,105,"2017-01-15",,Y
80676,1784305,106,"2016-01-15",,Y
81522,1592468,107,"2020-01-15",,Y
81770,22912,108,"2019-01-15",,Y
82148,1485336,109,"2018-01-15",,Y
83020,1255724,110,"2017-01-15",,Y
83710,747616,111,"2016-01-15",,Y
85206,1192897,112,"2016-01-15",,Y
86052,702291,113,"2020-01-15",,Y
86300,1346894,114,"2019-01-15",,Y
86678,414040,115,"2018-01-15",,Y
87550,1007026,116,"2017-01-15",,Y
88240,1630523,117,"2016-01-15",,Y
89736,1550720,118,"2020-01-15",,Y
89958,404539,119,"2019-01-15",,Y
90518,1507588,120,"2018-01-15",,Y
91052,990644,121,"2016-01-15",,Y
92548,1340527,122,"2017-01-15",,Y
93238,590643,123,"2016-01-15",,Y
94734,915908,124,"2020-01-15",,Y
94956,1498998,125,"2019-01-15",,Y
95516,426340,126,"2018-01-15",,Y
96050,133789,127,"2017-01-15",,Y
97234,1405974,128,"2016-01-15",,Y
98080,1303497,129,"2020-01-15",,Y
98328,1289140,130,"2019-01-15",,Y
98706,816882,131,"2016-01-15",,Y
100202,932156,132,"2018-01-15",,Y
100736,276559,133,"2017-01-15",,Y
101920,1236386,134,"2016-01-15",,Y
102766,1719493,135,"2020-01-15",,Y
103014,91648,136,"2019-01-15",,Y
103392,1296480,137,"2018-01-15",,Y
104264,1314640,138,"2017-01-15",,Y
104954,1638228,139,"2016-01-15",,Y
106450,330549,140,"2020-01-15",,Y
106672,1050055,141,"2016-01-15",,Y
108168,1098671,142,"2019-01-15",,Y
108546,140291,143,"2018-01-15",,Y
109418,783158,144,"2017-01-15",,Y
110108,1337097,145,"2016-01-15",,Y
111604,1225713,146,"2020-01-15",,Y
111826,895043,147,"2019-01-15",,Y
112386,1034030,148,"2018-01-15",,Y
112920,784248,149,"2017-01-15",,Y
114104,918159,150,"2016-01-15",,Y
114950,882039,151,"2016-01-15",,Y
116446,690859,152,"2020-01-15",,Y
116668,1593528,153,"2019-01-15",,Y
117228,1429014,154,"2018-01-15",,Y
117762,100943,155,"2017-01-15",,Y
118946,1235336,156,"2016-01-15",,Y
119792,344950,157,"2020-01-15",,Y
120040,830998,158,"2019-01-15",,Y
120418,802715,159,"2018-01-15",,Y
121290,1040059,160,"2017-01-15",,Y
121980,1123433,161,"2016-01-15",,Y
123476,195587,162,"2016-01-15",,Y
124322,1709213,163,"2020-01-15",,Y
124570,1775365,164,"2019-01-15",,Y
124948,1765443,165,"2018-01-15",,Y
125820,1115705,166,"2017-01-15",,Y
126510,1800347,167,"2016-01-15",,Y
128006,692654,168,"2020-01-15",,Y
128228,607539,169,"2019-01-15",,Y
128788,39227,170,"2018-01-15",,Y
129322,912054,171,"2016-01-15",,Y
130818,1587200,172,"2017-01-15",,Y
131508,45723,173,"2016-01-15",,Y
133004,1281981,174,"2020-01-15",,Y
133226,789863,175,"2019-01-15",,Y
133786,703104,176,"2018-01-15",,Y
134320,1438444,177,"2017-01-15",,Y
135504,1338114,178,"2016-01-15",,Y
136350,1130896,179,"2020-01-15",,Y
136598,429694,180,"2019-01-15",,Y
136976,465203,181,"2016-01-15",,Y
138472,981897,182,"2018-01-15",,Y
139006,1548629,183,"2017-01-15",,Y
140190,1584844,184,"2016-01-15",,Y
141036,1164643,185,"2020-01-15",,Y
141284,1423623,186,"2019-01-15",,Y
141662,348475,187,"2018-01-15",,Y
142534,1621057,188,"2017-01-15",,Y
143224,1270011,189,"2016-01-15",,Y
144720,921097,190,"2020-01-15",,Y
144942,1048523,191,"2016-01-15",,Y
146438,576706,192,"2019-01-15",,Y
146816,1691279,193,"2018-01-15",,Y
147688,958683,194,"2017-01-15",,Y
148378,1131975,195,"2016-01-15",,Y
149874,193318,196,"2020-01-15",,Y
150096,51353,197,"2019-01-15",,Y
150656,125207,198,"2018-01-15",,Y
151190,1301471,199,"2017-01-15",,Y
152374,1666058,200,"2016-01-15",,Y
153220,1079394,201,"2016-01-15",,Y
154716,1204196,202,"2020-01-15",,Y
154938,609887,203,"2019-01-15",,Y
155498,205033,204,"2018-01-15",,Y
156032,123879,205,"2017-01-15",,Y
157216,495812,206,"2016-01-15",,Y
158062,1158691,207,"2020-01-15",,Y
158310,98489,208,"2019-01-15",,Y
158688,1746680,209,"2018-01-15",,Y
159560,1285450,210,"2017-01-15",,Y
160250,495151,211,"2016-01-15",,Y
161746,1073357,212,"2016-01-15",,Y
162592,502538,213,"2020-01-15",,Y
162840,432092,214,"2019-01-15",,Y
163218,866668,215,"2018-01-15",,Y
164090,1512910,216,"2017-01-15",,Y
164780,444335,217,"2016-01-15",,Y
166276,925706,218,"2020-01-15",,Y
166498,706791,219,"2019-01-15",,Y
167058,307631,220,"2018-01-15",,Y
167592,458551,221,"2016-01-15",,Y
169088,1209186,222,"2017-01-15",,Y
169778,1155960,223,"2016-01-15",,Y
171274,984061,224,"2020-01-15",,Y
171496,102600,225,"2019-01-15",,Y
172056,1357390,226,"2018-01-15",,Y
172590,281112,227,"2017-01-15",,Y
173774,1710136,228,"2016-01-15",,Y
174620,430609,229,"2020-01-15",,Y
174868,599828,230,"2019-01-15",,Y
175246,507613,231,"2016-01-15",,Y
176742,335224,232,"2018-01-15",,Y
177276,1629999,233,"2017-01-15",,Y
178460,766121,234,"2016-01-15",,Y
179306,105283,235,"2020-01-15",,Y
179554,1708169,236,"2019-01-15",,Y
179932,1113675,237,"2018-01-15",,Y
180804,1075100,238,"2017-01-15",,Y
181494,1531523,239,"2016-01-15",,Y
182990,1759850,240,"2020-01-15",,Y
183212,1179759,241,"2016-01-15",,Y
184708,669074,242,"2019-01-15",,Y
185086,183753,243,"2018-01-15",,Y
185958,1199578,244,"2017-01-15",,Y
186648,725404,245,"2016-01-15",,Y
188144,1603679,246,"2020-01-15",,Y
188366,943295,247,"2019-01-15",,Y
188926,1443200,248,"2018-01-15",,Y
189460,172952,249,"2017-01-15",,Y
190644,1359005,250,"2016-01-15",,Y
191490,549446,251,"2016-01-15",,Y
192986,996786,252,"2020-01-15",,Y
193208,1384501,253,"2019-01-15",,Y
193768,385421,254,"2018-01-15",,Y
194302,1409776,255,"2017-01-15",,Y
195486,1407879,256,"2016-01-15",,Y
196332,742523,257,"2020-01-15",,Y
196580,993060,258,"2019-01-15",,Y
196958,352567,259,"2018-01-15",,Y
197830,915596,260,"2017-01-15",,Y
198520,909971,261,"2016-01-15",,Y
200016,1229726,262,"2016-01-15",,Y
200862,1525912,263,"2020-01-15",,Y
201110,1313077,264,"2019-01-15",,Y
201488,1177311,265,"2018-01-15",,Y
202360,148743,266,"2017-01-15",,Y
203050,594183,267,"2016-01-15",,Y
204546,686387,268,"2020-01-15",,Y
204768,1021873,269,"2019-01-15",,Y
205328,1710004,270,"2018-01-15",,Y
205862,370718,271,"2016-01-15",,Y
207358,1188160,272,"2017-01-15",,Y
208048,478027,273,"2016-01-15",,Y
209544,912726,274,"2020-01-15",,Y
209766,1392644,275,"2019-01-15",,Y
210326,865308,276,"2018-01-15",,Y
210860,962953,277,"2017-01-15",,Y
212044,1364427,278,"2016-01-15",,Y
212890,240868,279,"2020-01-15",,Y
213138,521470,280,"2019-01-15",,Y
213516,1090838,281,"2016-01-15",,Y
215012,502483,282,"2018-01-15",,Y
215546,1072383,283,"2017-01-15",,Y
216730,100694,284,"2016-01-15",,Y
217576,232233,285,"2020-01-15",,Y
217824,784740,286,"2019-01-15",,Y
218202,272330,287,"2018-01-15",,Y
219074,993912,288,"2017-01-15",,Y
219764,706613,289,"2016-01-15",,Y
221260,1289435,290,"2020-01-15",,Y
221482,719893,291,"2016-01-15",,Y
222978,1511430,292,"2019-01-15",,Y
223356,1318591,293,"2018-01-15",,Y
224228,705059,294,"2017-01-15",,Y
224918,996336,295,"2016-01-15",,Y
226414,100591,296,"2020-01-15",,Y
226636,461675,297,"2019-01-15",,Y
227196,775805,298,"2018-01-15",,Y
227730,1450142,299,"2017-01-15",,Y
228914,841417,300,"2016-01-15",,Y
229760,1500012,301,"2016-01-15",,Y
231256,1090679,302,"2020-01-15",,Y
231478,1605803,303,"2019-01-15",,Y
232038,1173953,304,"2018-01-15",,Y
232572,381830,305,"2017-01-15",,Y
233756,1617760,306,"2016-01-15",,Y
234602,1672988,307,"2020-01-15",,Y
234850,127496,308,"2019-01-15",,Y
235228,1044335,309,"2018-01-15",,Y
236100,226883,310,"2017-01-15",,Y
236790,866526,311,"2016-01-15",,Y
238286,1538253,312,"2016-01-15",,Y
239132,293560,313,"2020-01-15",,Y
239380,1602272,314,"2019-01-15",,Y
239758,1649155,315,"2018-01-15",,Y
240630,1321084,316,"2017-01-15",,Y
241320,475677,317,"2016-01-15",,Y
242816,1097299,318,"2020-01-15",,Y
243038,1673148,319,"2019-01-15",,Y
243598,710307,320,"2018-01-15",,Y
244132,735216,321,"2016-01-15",,Y
245628,25478,322,"2017-01-15",,Y
246318,756644,323,"2016-01-15",,Y
247814,1732197,324,"2020-01-15",,Y
248036,1485620,325,"2019-01-15",,Y
248596,1360762,326,"2018-01-15",,Y
249130,1026024,327,"2017-01-15",,Y
250314,1310692,328,"2016-01-15",,Y
251160,223438,329,"2020-01-15",,Y
251408,426268,330,"2019-01-15",,Y
251786,224323,331,"2016-01-15",,Y
253282,407819,332,"2018-01-15",,Y
253816,554853,333,"2017-01-15",,Y
255000,1552064,334,"2016-01-15",,Y
255846,54359,335,"2020-01-15",,Y
256094,862986,336,"2019-01-15",,Y
256472,1631515,337,"2018-01-15",,Y
257344,563138,338,"2017-01-15",,Y
258034,398339,339,"2016-01-15",,Y
259530,865482,340,"2020-01-15",,Y
259752,798701,341,"2016-01-15",,Y
261248,525984,342,"2019-01-15",,Y
261626,1282626,343,"2018-01-15",,Y
262498,1816915,344,"2017-01-15",,Y
263188,343853,345,"2016-01-15",,Y
264684,614944,346,"2020-01-15",,Y
264906,1653316,347,"2019-01-15",,Y
265466,1070125,348,"2018-01-15",,Y
266000,121594,349,"2017-01-15",,Y
267184,13257,350,"2016-01-15",,Y
268030,429810,351,"2016-01-15",,Y
269526,1525209,352,"2020-01-15",,Y
269748,1568679,353,"2019-01-15",,Y
270308,447321,354,"2018-01-15",,Y
270842,1658763,355,"2017-01-15",,Y
272026,1634847,356,"2016-01-15",,Y
272872,1240209,357,"2020-01-15",,Y
273120,64604,358,"2019-01-15",,Y
273498,77334,359,"2018-01-15",,Y
274370,444354,360,"2017-01-15",,Y
275060,1202946,361,"2016-01-15",,Y
276556,523876,362,"2016-01-15",,Y
277402,1757449,363,"2020-01-15",,Y
277650,1264932,364,"2019-01-15",,Y
278028,1660328,365,"2018-01-15",,Y
278900,1784316,366,"2017-01-15",,Y
279590,1468303,367,"2016-01-15",,Y
281086,1223402,368,"2020-01-15",,Y
